"INE","ARTICULO_CAS","NOMBRE_CAS","ARTICULO_VAL","NOMBRE_VAL","CENSO","TELÉFONO","EMAIL","ALCALDE/SA","PARTIDO","WEB","PROVINCIA","COMARCA","DIRECCIÓN","CP"
"46024","","Alfara de la Baronia","","Alfara de la Baronia","611","962626001","alcaldia@alfaradelabaronia.es","José Carlos Herrera Martí","PSPV-PSOE","www.alfaradelabaronia.es","València","El Camp de Morvedre","Ave Maria, 1","46594"
"46028","","Algar de Palancia","","Algar de Palancia","527","962625055","ajuntament@algardepalancia.es","Amable Mondragón Salt","PP","www.algardepalancia.es","València","El Camp de Morvedre","Plaza Castellon, 2","46593"
"46030","","Algímia d'Alfara","","Algímia d'Alfara","1109","962626053","registre@algimiadealfara.es","Ernest Buralla Montal","ALGIMIA DE NOU EN MOVIMENT","www.algimiadealfara.es","València","El Camp de Morvedre","Pl.San Vicente, 1","46148"
"46052","","Benavites","","Benavites","674","962636652","administracio@benavites.es","Carlos Gil Santiago","PP","www.benavites.es","València","El Camp de Morvedre","Plaza Ayuntamiento, 1","46514"
"46058","","Benifairó de les Valls","","Benifairó de les Valls","2320","962600937","info@benifairovalls.com","Antonio Enrique Sanfrancisco Meseguer","PSPV-PSOE","www.benifairovalls.com","València","El Camp de Morvedre","Plaça de l'Ajuntament, 1","46511"
"46082","","Canet d'En Berenguer","","Canet d'En Berenguer","7265","962698020","secretariageneral@canetdenberenguer.es","Pere Joan Antoni Chordá","PSPV-PSOE","www.canetdenberenguer.es","València","El Camp de Morvedre","Plaça de l'Ajuntament, 1","46529"
"46101","","Quart de les Valls","","Quart de les Valls","1050","962600305","ajuntament@quartdelesvalls.es;administracio4@quartdelesvalls.es","Lara González Asensi","PSPV-PSOE","www.quartdelesvalls.es","València","El Camp de Morvedre","Plaza San Miguel, 2","46515"
"46103","","Quartell","","Quartell","1672","962636201","ayuntamiento@quartell.es","Cristina Marqués Ferrer","Socialistes-Compromís","www.quartell.es","València","El Camp de Morvedre","Plaza De España, 3","46510"
"46120","","Estivella","","Estivella","1598","962628062","alcaldia@aytoestivella.com","Josep Francesc Mateu i Bolós","Junts per Estivella (Compromís) ","www.aytoestivella.com","València","El Camp de Morvedre","Nadal I Llorens, 2","46590"
"46122","","Faura","","Faura","3619","962600004","oficines@fauraweb.net","Consol Duran Diana","PSPV-PSOE","www.faura.es","València","El Camp de Morvedre","Enric Garces, 1","46512"
"46134","","Gilet","","Gilet","3818","962620001","msanchez@gilet.es","Salvador Costa Escrivá","PSPV-PSOE","www.gilet.es","València","El Camp de Morvedre","Plaza Iglesia, 6","46149"
"46192","","Petrés","","Petrés","1096","962620301","secretaria@ajuntamentpetres.es","Eusebio Miguel Vidal Lluesma","PSPV-PSOE","www.petres.es","València","El Camp de Morvedre","Concepcion, 1","46501"
"46220","","Sagunto","","Sagunt","70128","962655858","secretaria@aytosagunto.es","Darío Moreno Lerga","PSPV-PSOE","www.aytosagunto.es","València","El Camp de Morvedre","Autonomia, 2","46500"
"46224","","Segart","","Segart","166","962628454","segartayun@yahoo.es","Francisco Jose Garriga Garcia","JUNTS PER SEGART","www.segart.es","València","El Camp de Morvedre","Plaza Ayuntamiento, 1","46592"
"46245","","Torres Torres","","Torres Torres","745","962626542","ayuntamiento@torrestorres.es","Javier José Peris Escrig","PP","www.torrestorres.es","València","El Camp de Morvedre","Virgen, 40","46595"
"46051","","Benaguasil","","Benaguasil","11877","962730011","ayuntamiento@benaguasil.com","José Joaquín Segarra Castillo","PP","www.benaguasil.com","València","El Camp de Túria","Plaza Mayor, 17","46180"
"46067","","Benissanó","","Benissanó","2385","962780701","benissano@ajuntamentbenissano.es","Mª Amparo Navarro Bargues","PSPV-PSOE","www.benisano.es","València","El Camp de Túria","Plaça L'Ajuntament, 1","46181"
"46070","","Bétera","","Bétera","26759","961600351","informacion@betera.es","Mª Elia Verdevío Escribá","pp","www.betera.es","València","El Camp de Túria","José Gascón, 9 bajo","46117"
"46089","","Casinos","","Casinos","3091","962700161","alcaldia@casinos.es","Miguel Navarré Sancho","Compromís","www.casinos.es","València","El Camp de Túria","Plaza Ayuntamiento, 1","46171"
"46114","","Domeño","","Domeño","684","962728028","alcaldia@domeno.es","Francisco Gómez Asensio","PP","www.domeno.es","València","El Camp de Túria","Plaza 7 De Octubre, 2","46174"
"46116","l'","Eliana","l'","Eliana","19054","962758030","secretaria@leliana.es","Salvador Torrent Català","PSPV-PSOE","www.leliana.es","València","El Camp de Túria","Plaça Pais Valencia, 3","46183"
"46147","","Llíria","","Llíria","24518","962798282","secretaria@lliria.es","Joan Manuel Miguel León","Compromís","www.lliria.es","València","El Camp de Túria","Plaça Major, 1","46160"
"46148","","Loriguilla","","Loriguilla","2171","961668052","informacion@loriguilla.com; alcaldesa@loriguilla.com; carlosconcejal@loriguilla.com","Montserrat Cervera Soria","UNIÓN DE CIUDADANOS INDEPENDIENTES (UCIN)","www.loriguilla.es","València","El Camp de Túria","Av. Oeste, 9","46393"
"46161","","Marines","","Marines","1955","961648017","alcaldia@marines.es","María Dolores Celda Lluesma","PSPV-PSOE","www.marines.es","València","El Camp de Túria","Plaza del Ayuntamiento, 4","46163"
"46178","","Náquera","","Náquera","8102","961680002","ajuntament@naquera.com","Iván Expósito Caballero","VOX","www.naquera.com","València","El Camp de Túria","Plaza Ayuntamiento, S/N","46119"
"46182","","Olocau","","Olocau","2303","962703011","villadeolocau@olocau.es","Antonio Ropero Morales","PSPV-PSOE","www.olocau.es","València","El Camp de Túria","Plaza Mayor, 1","46169"
"46202","la ","Pobla de Vallbona","la ","Pobla de Vallbona","26435","962760050","info@lapobladevallbona.es","Abel Martí Cervera","PP","www.lapobladevallbona.es","València","El Camp de Túria","Avinguda de Colom, 93","46185"
"46214","","Riba-roja de Túria","","Riba-roja de Túria","23555","962770062","fbustos@ribarroja.es","Roberto Pascual Raga Gadea","PSPV-PSOE","www.ayto-ribarroja.es","València","El Camp de Túria","Plaça de L'Ajuntament, 9","46190"
"46228","","Serra","","Serra","3608","961688404","secretaria.vicente@serra.es; ayuntamiento@serra.es","Alicia Tusón Sánchez","PSPV-PSOE","www.serra.es","València","El Camp de Túria","Sagunto, 31","46118"
"46256","","Vilamarxant","","Vilamarxant","10772","962710032","ajuntament@vilamarxant.es","Héctor Troyano Navarro","PP","www.vilamarxant.es","València","El Camp de Túria","Av. Dos De Mayo, 1","46191"
"46902","","Gátova","","Gátova","410","964126001","ayuntamiento@gatova.es","Jesús Salmerón Berga","PP","www.gatova.es","València","El Camp de Túria","Plaza Pais Valenciano, 1","46169"
"46903","","San Antonio de Benagéber","","San Antonio de Benagéber","10200","961350301","alcaldia.sab@sabenageber.com","Eva María Tejedor Marí","UCIN ","www.sanantoniodebenageber.com","València","El Camp de Túria","Plaza Ayuntamiento, 1","46184"
"46039","","Anna","","Anna","2593","962210136","adl@ayto-anna.org","Miguel Marín Beneyto","PP","www.ajuntamentanna.es","València","La Canal de Navarrés","Plaza Constitucion, 1","46820"
"46071","","Bicorp","","Bicorp","549","962269110","secretaria@bicorp.es","Nuria Mengual Aparicio","PSPV-PSOE","www.bicorp.es","València","La Canal de Navarrés","Calle Iglesia, 11","46825"
"46073","","Bolbaite","","Bolbaite","1334","962223080","alcaldia@bolbaite.es","Judith Perales Sales","PSPV-PSOE","www.bolbaite.es","València","La Canal de Navarrés","Plaza Iglesia, 3","46822"
"46107","","Chella","","Chella","2445","962220001","info@aytochella.es","José Enrique Talón Seguí","PSPV-PSOE","www.chella.es","València","La Canal de Navarrés","Plaza Iglesia, 1","46821"
"46118","","Enguera","","Enguera","4781","962224033","ayuntamiento@enguera.es","Mª Matilde Marín Palop","PP","www.enguera.es","València","La Canal de Navarrés","Dr. Albiñana, 1","46810"
"46167","","Millares","","Millares","330","962519000","millaresayuntamiento@gmail.com","José Ricardo Pérez Gómez","PP","www.ayuntamientomillares.es","València","La Canal de Navarrés","Av. Hnos. Saez Merino, 21","46199"
"46179","","Navarrés","","Navarrés","3061","962266001","ayuntamiento@navarres.es","Federico Argente Martínez","PP","www.navarres.es","València","La Canal de Navarrés","La Iglesia, 2","46823"
"46206","","Quesa","","Quesa","661","962256001","atenciónalpublico@quesa.es","Rafael Bas Baldo","PSPV-PSOE","www.quesa.es","València","La Canal de Navarrés","Hernan Cortes, 4","46824"
"46020","l'","Alcúdia de Crespins","l'","Alcúdia de Crespins","5361","962241411","alcaldia@acrespins.es","Francisco Javier Sicluna Lletget","PP","www.lalcudiadecrespins.es","València","La Costera","Plaça Constitució, 3","46690"
"46045","","Barxeta","","Barxeta","1595","962214001","barxeta@barxeta.es","Vicente Mahiques Margarit","EUPV-ENDAVANT","www.barxeta.es","València","La Costera","Plaza Alcalde Josep Lorente, 1","46667"
"46081","","Canals","","Canals","13162","962240126","registre@canals.es","Ignacio Mira Soriano","PP","www.canals.es","València","La Costera","Plaça de La Vila, 9","46650"
"46096","","Cerdà","","Cerdà","360","962242820","secretaria@cerda.es","José Luís Gijón Segrelles","PSPV-PSOE","www.cerda.es","València","La Costera","Plaça Bandera D'Espaya, 8","46813"
"46121","","Estubeny","","Estubeny","114","962210013","administracion@estubeny.es","Maria Carmen Garcia Frigols","PP","www.estubeny.es","València","La Costera","Plaza Corazon de Jesús, 3","46817"
"46128","la ","Font de la Figuera","la ","Font de la Figuera","2031","962290004","administracio2@lafontdelafiguera.net","Elio Cabanes Sanchis","PP","www.lafontdelafiguera.es","València","La Costera","Joan de Joanes, 1","46630"
"46132","","Genovés","","Genovés","2778","962229166","genoves@genoves.es","Pablo Vilar Ordiñana","PP","www.genoves.es","València","La Costera","Plaza Inmaculada, 3","46894"
"46137","la ","Granja de la Costera","la ","Granja de la Costera","288","962928096","secretaria@lagranjadelacostera.com","José Miguel Marín Fernández","PP","www.lagranjadelacostera.es","València","La Costera","Església, 18","46818"
"46145","","Xàtiva","","Xàtiva","30072","962289800","gabinete@xativa.es","Roger Cerdá Boluda","PSPV-PSOE","www.xativa.es","València","La Costera","Alameda de Jaume I, 35","46800"
"46151","","Llocnou d'En Fenollet","","Llocnou d'En Fenollet","908","962228064","administracio@llocnoudenfenollet.es","Salvador Revert Alfaro","PSPV-PSOE","www.llocnoudenfenollet.es","València","La Costera","Plaza Constitucion, 1","46893"
"46154","","Llanera de Ranes","","Llanera de Ranes","1054","962254201","ajuntament@llaneraderanes.es","Antonio Vicente Lluch Llorens","CIUDADANOS","www.llaneraderanes.es","València","La Costera","Santisimo Cristo, 2","46814"
"46157","la ","Llosa de Ranes","la ","Llosa de Ranes","3681","962230171","registre@lallosaderanes.es","Salvadora Pardo Escuriet","PP","www.llosaderanes.es","València","La Costera","San Cristobal, 4","46815"
"46170","","Mogente","","Moixent","4383","962295010","ayto.moixent@moixent.es","Guillermo Jorques Lladosa","PSPV-PSOE","www.moixent.es","València","La Costera","Plaça Major, 1","46640"
"46174","","Montesa","","Montesa","1132","962299002","administratiu@montesa.es;registre@montesa.es","Héctor Barberà Cerdà","PSPV-PSOE","www.montesa.es","València","La Costera","Plaça De La Vila, 1","46692"
"46180","","Novelé","","Novetlè","856","962270589","novetle@novetle.es","Rafael Vila Noguera","PSPV-PSOE","www.novetle.es","València","La Costera","Plaza Gloria Fuertes, 1","46819"
"46217","","Rotglà i Corberà","","Rotglà i Corberà","1165","962254002","administracio@rotglaicorbera.es","Amador Climent Roselló","PSPV-PSOE","www.rotglaicorbera.es","València","La Costera","Carretera de Madrid, 62","46816"
"46243","","Torrella","","Torrella","143","962244926","secretaria@torrella.es","José Vicente Segarra Terol","AITOR","www.torrella.es","València","La Costera","Mossen R. Climent, 10","46814"
"46251","","Vallada","","Vallada","3063","962257009","registre@vallada.es","María José Tortosa Tortosa","PSPV-PSOE","www.vallada.es","València","La Costera","Plaça Major, 10","46691"
"46253","","Vallés","","Vallés","151","962282393","registre@valles.es","Jose Javier Sisternes Benavent","PSPV-PSOE","www.valles.es","València","La Costera","Plaza la Vila, 5","46818"
"46009","","Albalat dels Sorells","","Albalat dels Sorells","4158","961490091","notificaciones@albalatdelssorells.net; administrativa2@albalatdelssorells.net","Nicolau Josep Claramunt Ruiz","Compromís","www.albalatdelssorells.net","València","L'Horta Nord","Plaça Del Castell, 2","46135"
"46013","","Alboraya","","Alboraia","25792","963171700","amic@alboraya.com","Miguel Chavarría Díaz","PSPV-PSOE","www.alboraya.org","València","L'Horta Nord","Milagrosa, 17","46120"
"46014","","Albuixech","","Albuixech","4343","961400151","secretaria@albuixech.es","Marta Ruiz Peris","PSPV-PSOE","www.albuixech.es","València","L'Horta Nord","Plaça l'Ajuntament, 1","46550"
"46025","","Alfara del Patriarca","","Alfara del Patriarca","3455","961391946","info@alfaradelpatriarca.es","Jaime Martínez Romero","PSPV-PSOE","www.alfaradelpatriarca.es","València","L'Horta Nord","Plaça San Juan de Ribera, 4","46115"
"46032","","Almàssera","","Almàssera","7504","961853750","admin@almassera.es","Emilio José Belencoso Rodrigo","PP","www.almassera.es","València","L'Horta Nord","Plaza Mayor, 1","46132"
"46074","","Bonrepòs i Mirambell","","Bonrepòs i Mirambell","3907","961852500","admon@bonreposimirambell.es","Raquel Camila Ramiro Pizarroso","PSPV-PSOE","www.bonreposimirambell.es","València","L'Horta Nord","Pl. del Poble, 1","46131"
"46078","","Burjassot","","Burjassot","39702","963160500","registro@ayto-burjassot.es","Rafael Garcia Garcia","PSPV-PSOE","www.burjassot.org","València","L'Horta Nord","Plaza Emilio Castelar, 1","46100"
"46117","","Emperador","","Emperador","717","961443585","administracion@emperador.es","Alberto Bayarri Remoli","PP","www.emperador.es","València","L'Horta Nord","Plaza Ayuntamiento, 1","46135"
"46126","","Foios","","Foios","7641","961491110","ajuntament@foios.es","Sergi Ruiz Alonso","Compromís","www.foios.es","València","L'Horta Nord","Plaza del Pueblo, 1","46134"
"46135","","Godella","","Godella","13414","963638056","ajuntament@godella.es","Jose María Musoles Granada","PP","www.godella.es","València","L'Horta Nord","Major, 45","46110"
"46163","","Massalfassar","","Massalfassar","2609","961400401","ayuntamiento@massalfassar.es","Higinio Yuste Cortés","Massalfassar en Marxa","www.massalfassar.es","València","L'Horta Nord","Plaza De La Iglesia, 5","46560"
"46164","","Massamagrell","","Massamagrell","16766","961440051","secretaria@massamagrell.es","Pilar Peris Barres","PP","www.massamagrell.es","València","L'Horta Nord","Plaça Constitució, 12","46130"
"46166","","Meliana","","Meliana","10918","961490065","alcaldia@meliana.es","Trinidad Montañana Traver","PP","www.meliana.es","València","L'Horta Nord","Plaza Mayor, 1","46133"
"46171","","Moncada","","Moncada","22067","961390716","info@moncada.es","Mª Amparo Orts Albiach","PSPV-PSOE","www.moncada.es","València","L'Horta Nord","C/ Mayor, 63","46113"
"46177","","Museros","","Museros","6741","961441680","museros@museros.es","Cristina Civera Balaguer","PSPV-PSOE","www.ajunt-museros.com","València","L'Horta Nord","Plaça Del Castell, 1","46136"
"46190","","Paterna","","Paterna","73488","963053052","alcaldia@ayto-paterna.es","Juan Antonio Sagredo Marco","PSPV-PSOE","www.paterna.es","València","L'Horta Nord","Plaça Enginyer Castells, nº1","46980"
"46199","la ","Pobla de Farnals","la ","Pobla de Farnals","8699","961441252","secretaria@lapobladefarnals.es","Enric Palanca Torres","PSPV-PSOE","www.lapobladefarnals.es","València","L'Horta Nord","Plaza San Vicente, 1","46139"
"46204","el ","Puig de Santa Maria","el ","Puig de Santa Maria","8992","961470003","alcaldia@elpuig.es","Vicent Porta Carreres","Compromís","www.elpuig.es","València","L'Horta Nord","Plaza del Ayuntamiento, 1","46540"
"46205","","Puçol","","Puçol","20731","961421203","registro@pucol.es","Mª Paz Carceller Llaneza","PP","www.puçol.es","València","L'Horta Nord","Juan de Ribera, 14","46530"
"46207","","Rafelbunyol","","Rafelbunyol","9467","961410100","secretaria@rafelbunyol.es","Francisco Alberto López López","PSPV-PSOE","www.rafelbunyol.es","València","L'Horta Nord","Plaça Purísima, 1","46138"
"46216","","Rocafort","","Rocafort","7570","961310062","gabinetealcaldia@rocafort.es","Gorka Gómez Lorenzo","PP","www.rocafort.es","València","L'Horta Nord","El Pou, s/n","46111"
"46237","","Tavernes Blanques","","Tavernes Blanques","9456","961853267","secretaria_ner@tavernesblanques.es","Arturo Ros Ribes","PP","www.tavernesblanques.es","València","L'Horta Nord","Plaça Germanies, 1","46016"
"46260","","Vinalesa","","Vinalesa","3495","961499798","ajuntament@vinalesa.org","Francisco Javier Puchol Ruiz","PSPV-PSOE","www.vinalesa.org","València","L'Horta Nord","La Fabrica, 1","46114"
"46005","","Alaquàs","","Alaquàs","29825","961519400","alcaldia@alaquas.org","Antonio Saura Martín","PSPV-PSOE","www.alaquas.org","València","L'Horta Sud","Mayor, 88","46970"
"46007","","Albal","","Albal","17024","961260056","secretaria@albal.es","José Miguel Ferris Estrems","PP","www.albal.es","València","L'Horta Sud","Plaça del Jardí, 7","46470"
"46015","","Alcàsser","","Alcàsser","10575","961240347","alcalsser@alcasser.es","Alberto Miguel Primo Llácer","PP","www.alcasser.es","València","L'Horta Sud","Plaça Del Castell, 1","46290"
"46021","","Aldaia","","Aldaia","33376","961501500","ajuntament@ajuntamentaldaia.org","Guillermo Luján Valero","PSPV-PSOE","www.aldaia-ajuntament.es","València","L'Horta Sud","Plaza Constitucion, 10","46960"
"46022","","Alfafar","","Alfafar","21879","963182126","alfafar@alfafar.com","Juan Ramón Adsuara Monlleó","PP","www.alfafar.com","València","L'Horta Sud","Plaça Pais Valencia, 1","46910"
"46054","","Benetússer","","Benetússer","15879","963752950","ajuntament@benetusser.net","Eva Ángela Sanz Portero","PSPV-PSOE","www.benetusser.es","València","L'Horta Sud","Miguel Hernandez, 30","46910"
"46065","","Beniparrell","","Beniparrell","2074","961201902","secretaria@beniparrell.es","Salvador Masaroca Delhom","Compromís","www.beniparrell.es","València","L'Horta Sud","Av. Levante, 14","46469"
"46094","","Catarroja","","Catarroja","29316","961261301","alcaldia@catarroja.es","Lorena Silvent Ruiz","PSPV-PSOE","www.catarroja.es","València","L'Horta Sud","Cami Reial, 22","46470"
"46102","","Quart de Poblet","","Quart de Poblet","25590","961536210","info@quartdepoblet.org","Cristina Mora Luján","PSPV-PSOE","www.quartdepoblet.es","València","L'Horta Sud","Plaça Pais Valencia, 1","46930"
"46110","","Xirivella","","Xirivella","30749","963135050","ajuntament@xirivella.es","Paqui Bartual Bermell","PP","www.xirivella.es","València","L'Horta Sud","Plaza Concordia, 6","46950"
"46152","","Llocnou de la Corona","","Llocnou de la Corona","124","963751908","llocnou.administracio@cv.gva.es","Francisca Llopis Canovas","PP","www.llocnoudelacorona.es","València","L'Horta Sud","Plaza Mayor, 5","46910"
"46159","","Manises","","Manises","31573","961545116","ayuntamiento@manises.es","Javier Mansilla Bermejo","PSPV-PSOE","www.manises.es","València","L'Horta Sud","Plaça del Castell, 1","46940"
"46165","","Massanassa","","Massanassa","10146","961255500","info@massanassa.es","Francisco Antonio Comes Monmeneu","PP","www.massanassa.org","València","L'Horta Sud","Plaça de les Escoles Velles, 1","46470"
"46169","","Mislata","","Mislata","45644","963991100","alcaldia@mislata.es","Carlos Fernández Bielsa","PSPV-PSOE","www.mislata.es","València","L'Horta Sud","Plaza Constitucion, 8","46920"
"46186","","Paiporta","","Paiporta","27184","963971222","secretaria@paiporta.es","Mª. Isabel Albalat Asensi","PSPV-PSOE","www.paiporta.es","València","L'Horta Sud","Músico Vicente Prats Tarazona, s/n.","46200"
"46193","","Picanya","","Picanya","11760","961594460","ajuntament@picanya.org","Josep Almenar i Navarro","PSPV-PSOE","www.picanya.org","València","L'Horta Sud","Plaza España, 1","46210"
"46194","","Picassent","","Picassent","22236","961230100","oac@picassent.es","Conxa García Ferrer","PSPV-PSOE","www.picassent.es","València","L'Horta Sud","Plaza Ayuntamiento, 19","46220"
"46223","","Sedaví","","Sedaví","10637","963185040","ajuntamentdesedavi@sedavi.es","José Francisco Cabanes Alonso","PSPV-PSOE","www.sedavi.es","València","L'Horta Sud","Plaza Jaime I, 5","46910"
"46230","","Silla","","Silla","19683","961200116","ajuntamentdesilla@silla.es","Vicente Zaragozá Alberola","PSPV-PSOE","www.silla.es","València","L'Horta Sud","Plaça Del Poble, 1","46460"
"46244","","Torrent","","Torrent","87295","961111111","salomh@torrent.es; info@torrent.es","María Desamparados Folgado Tonda","PP","www.torrent.es","València","L'Horta Sud","Ramón y Cajal, 1","46900"
"46012","","Alborache","","Alborache","1389","962516002","secretariaintervencion@alborache.es","Jesús Higón Pérez","PP","www.alborache.es","València","La Hoya de Buñol","Av. Musica, 32","46369"
"46077","","Buñol","","Buñol","9579","962500151","ayuntamiento@bunyol.es","Virginia Sanz Ferrús","PP","www.bunyol.es","València","La Hoya de Buñol","C/ Cid, 20","46360"
"46109","","Cheste","","Cheste","8962","962510015","info@cheste.es","Jose Morell Roser","PSPV-PSOE","www.cheste.es","València","La Hoya de Buñol","Plaza Dr. Cajal, 1","46380"
"46111","","Chiva","","Chiva","16750","962520006","ayuntamiento@chiva.es","Amparo Fort Sanchez","PP","www.chiva.es","València","La Hoya de Buñol","Plaza Gil Escarti, S/N","46370"
"46115","","Dos Aguas","","Dos Aguas","340","962529002","dosaguasayuntamiento@gmail.com","José Ramón Grau Grau","PP","www.ayuntamientodosaguas.es","València","La Hoya de Buñol","Av. Marques de Dos Aguas, 6","46198"
"46136","","Godelleta","","Godelleta","4148","961800639","registro@godelleta.es","Mª Amparo Pardo Luján","PP","www.godelleta.es","València","La Hoya de Buñol","Plaza España, 1","46388"
"46158","","Macastre","","Macastre","1437","962516356","registro@macastre.es","Vicente Manuel Montó Miralles","PP","www.macastre.es","València","La Hoya de Buñol","Plaza De Los Arboles, 1","46368"
"46229","","Siete Aguas","","Siete Aguas","1229","962340003","alcaldia@sieteaguas.es","Teresa Noemi Hernández Requena","PSPV-PSOE","www.sieteaguas.es","València","La Hoya de Buñol","Arrabal, 2","46392"
"46261","","Yátova","","Yátova","2205","962516131","ayuntamiento@yatova.es","Miguel Esteban Tortola Herrero","PSPV-PSOE","www.yatova.es","València","La Hoya de Buñol","Maestro Romero, 7","46367"
"46080","","Camporrobles","","Camporrobles","1189","962181006","administracion@camporrobles.es","Faustino Pozuelo Ferriz","PP","www.camporrobles.es","València","La Plana de Utiel-Requena","Hernández Zazo, 2","46330"
"46095","","Caudete de las Fuentes","","Caudete de las Fuentes","693","962319002","administracion@caudetedelasfuentes.es","Vanesa López Guijarro","CIUDADANOS","www.caudetedelasfuentes.es","València","La Plana de Utiel-Requena","Garcia Berlanga, 5","46315"
"46108","","Chera","","Chera","483","962332001","chera@chera.es","Alejandro Portero Igual","PSPV-PSOE","www.chera.es","València","La Plana de Utiel-Requena","Plaza De España, 1","46350"
"46129","","Fuenterrobles","","Fuenterrobles","688","962183001","alcaldia@fuenterrobles.es","Adrián Álvarez Díaz","EUPV:ADELANTE","www.fuenterrobles.net","València","La Plana de Utiel-Requena","Plaza Del Retiro, 1","46314"
"46213","","Requena","","Requena","20387","962301400","alcaldia@requena.es","Rocío Cortés Grao","PP","www.requena.es","València","La Plana de Utiel-Requena","Plaza Consistorial, 1","46340"
"46232","","Sinarcas","","Sinarcas","1113","962315411","secretaria@sinarcas.es","María José Clemente Ramírez","PSPV-PSOE","www.sinarcas.es","València","La Plana de Utiel-Requena","Plaza Ayuntamiento, 1","46320"
"46249","","Utiel","","Utiel","11632","962170504","secretario@utiel.es","Ricardo Gabaldón Gabaldón","PP","www.utiel.es","València","La Plana de Utiel-Requena","Plaza Ayuntamiento, 1","46300"
"46254","","Venta del Moro","","Venta del Moro","1164","962185001","ayuntamiento@ventadelmoro.es","Luis Francisco López Yeves","PP","www.ventadelmoro.es","València","La Plana de Utiel-Requena","Cruces, 34","46310"
"46259","","Villargordo del Cabriel","","Villargordo del Cabriel","577","962186005","administracion@villargordodelcabriel.es","Galo Valle García","PP","www.villargordodelcabriel.es","València","La Plana de Utiel-Requena","Plaza Ayuntamiento, 1","46317"
"46011","","alberic","","alberic","10815","962440066","alberic@alberic.es","Antonio Carratalá Mínguez","CIUTADANS PER ALBERIC","www.alberic.es","València","La Ribera Alta","Plaza Constitucion, 25","46260"
"46016","","Alcàntera de Xúquer","","Alcàntera de Xúquer","1414","962580402","ajuntament@alcanteradexuquer.es","Lorena Igual Chicón","PSPV-PSOE","www.alcanteradexuquer.es","València","La Ribera Alta","Ausias March, 2","46293"
"46017","","Alzira","","Alzira","46421","962400450","ajuntament@alzira.es","Alfons Domínguez Gento","Compromís","www.alzira.es","València","La Ribera Alta","c/ Sant Roc, 6","46600"
"46019","l'","Alcúdia","l'","Alcúdia","12197","962540266","ajuntament@lalcudia.com","Andreu Salom Porta","PSPV-PSOE","www.lalcudia.com","València","La Ribera Alta","Pintor Vergara, 28","46250"
"46026","","Alfarp","","Alfarp","1618","962550391","ajuntament@alfarp.es","Raúl Mínguez Solà","PSPV-PSOE","www.alfarp.es","València","La Ribera Alta","Honorato Gil, 1","46197"
"46029","","Algemesí","","Algemesí","27438","962019000","secretaria@algemesi.net","Jose Javier Sanchis Bretones","PP","www.algemesí.es","València","La Ribera Alta","Plaça Major, 3","46680"
"46031","","Alginet","","Alginet","14442","961751000","registro@alginet.es","Elia Ferrer Mendoza","PP","www.alginet.es","València","La Ribera Alta","Plaça País Valencià,1","46230"
"46040","","Antella","","Antella","1114","962595002","alcaldia@antella.es","Eugenia García Giménez","PSPV-PSOE","www.antella.es","València","La Ribera Alta","Plaza Mayor, 1","46266"
"46053","","Beneixida","","Beneixida","655","962580160","administracio@beneixida.es","Begoña Lluch Gómez","PSPV-PSOE","www.beneixida.es","València","La Ribera Alta","Plaça De L'Ajuntament, 1","46293"
"46060","","Benifaió","","Benifaió","11984","961781019","alcaldia@benifaio.es","Marta Ortiz Martinez","PSPV-PSOE","www.benifaio.es","València","La Ribera Alta","Plaza Mayor, 15","46450"
"46063","","Benimodo","","Benimodo","2279","961818800","secretaria@benimodo.es","Francisco Teruel Machí","PP","www.benimodo.es","València","La Ribera Alta","Plaça Major, 1","46291"
"46064","","Benimuslem","","Benimuslem","665","962441471","ayun_benimuslem@hotmail.com","Maria - Neus Chapí Vives","PSPV-PSOE","www.benimuslem.es","València","La Ribera Alta","Colon, 6","46611"
"46083","","Carcaixent","","Carcaixent","20777","962457600","maria.valls@ayto-carcaixent.es","Carolina Almiñana Lledo","PP","www.carcaixent.es","València","La Ribera Alta","Plaça Major, 1","46740"
"46084","","Càrcer","","Càrcer","1826","962580016","alcaldia@carcer.net","Vicente Tomas Lloret Suñer","PP","www.carcer.org","València","La Ribera Alta","Plaza Comunidad Valenciana, 2","46294"
"46085","","Carlet","","Carlet","16141","962530200","ayuntamiento@carlet.es","Laura Sáez Martínez","PP","www.carlet.es","València","La Ribera Alta","Avda. Caixa d'Estalvis, 1","46240"
"46093","","Catadau","","Catadau","2939","962553022","ajuntament@catadau.es","Vicente José Escuder Bisbal","PP","www.catadau.es","València","La Ribera Alta","Horno, 1","46196"
"46100","","Cotes","","Cotes","314","962580178","secretaria@cotes.es;adl@cotes.es","Miguel Perucho González","Agrupació PIC","www.cotes.es","València","La Ribera Alta","Plaza Joaquín Martínez, 1","46294"
"46119","l'","Énova","l'","Énova","914","962235026","secretaria@lenova.es","Tomás Giner Esparza","PSPV-PSOE","www.lenova.es","València","La Ribera Alta","Plaça de l'Ajuntament, 1","46669"
"46130","","Gavarda","","Gavarda","1058","962594165","notificacions@gavarda.es","Vicente José Mompó Aledo","PP","www.gavarda.es","València","La Ribera Alta","Plaça de l' Ayuntament, 1","46267"
"46139","","Guadassuar","","Guadassuar","5961","962570000","registregeneral@guadassuar.es","Vicente José Estruch Bellver","PP","www.guadassuar.es","València","La Ribera Alta","Major, 43","46610"
